id,type,room,start,end,language,zh,en,speakers,tags,co_write,slide,record,year
UHMKQD,rxfot1,TR213,2020-08-01 11:30:00,2020-08-01 12:00:00,漢語,"{'title': 'rootfs 淺談', 'description': '介紹 rootfs 在 Linux 上的概念、應用和實作。\n\n---\n\n在 Linux 平台上，rootfs 是不可或缺的一部分。\r\n我們將解說 rootfs 在 Linux 上的用途、概念和實作。'}","{'title': 'Getting started with rootfs', 'description': 'We will give a brief introduction of how Root file system (rootfs) works on Linux platform.\n\n---\n\nThe root file system (rootfs) is an essential part on Linux.\r\nWe will explain its purpose and demonstrate how to build a rootfs from scratch.'}",['MUK3PR'],['Skilled'],https://hackmd.io/@coscup/ryQrSOpgD,,,2020
ZEKD7G,57otiy,TR313,2020-08-01 12:00:00,2020-08-01 12:30:00,漢語,"{'title': 'JVM 語言中的外星生物 - Clojure', 'description': '介紹 Clojure 語法和生態，以及開發工具選擇（Emacs, VIM, IntelliJ CE, VS Code）。\n\n---\n\n簡單介紹：\r\n一提到 JVM 語言你會想到什麼呢？ 是命名又臭又長的 Java？辣個完美結合 OO 和 FB 的 Scala？還是因為有 Google 加持，成長中的 Kotlin？在 JVM 的世界中，有一個像外星語的程式語言，承自 LISP 體系的 Clojure，有聽過嗎？沒聽過沒關係，現在就來看看一個目前包含 Python, Go 等幾個主流語言想消滅的“括號”，為什麼在 LISP 系的語言中那麼重要，在 JVM 中 Clojure 又有什麼有趣的地方。\r\n\r\n內容大綱：\r\n- S-Expression\r\n- Special Form, Function, Macro\r\n- Functional Programming in Clojure\r\n- Development tools: Emacs, VIM, VSCode, IntelliJ CE \r\n- LISP Magic: Macro\r\n- Full Stack HOWTO'}","{'title': 'The Alien Language in JVM', 'description': '介紹 Clojure 語法和生態，以及開發工具選擇（Emacs, VIM, IntelliJ CE, VS Code）。\n\n---\n\n""Introduce Clojure Language, this talk about:\r\n- Basic syntax of Clojure\r\n- Special Form, Function and Macro\r\n- The ecosystem of Clojure\r\n- How to choose the Editor/IDE""'}",['UKJVVM'],['Beginner'],https://hackmd.io/@coscup/BJOZS_aeD,https://www.dropbox.com/s/25rhodql5xe886y/JVM%20%E8%AA%9E%E8%A8%80%E4%B8%AD%E7%9A%84%E5%A4%96%E6%98%9F%E7%94%9F%E7%89%A9%20-%20Clojure.pdf?dl=0,https://youtu.be/2S4XrqtYCuc,2020
ZVDT8S,xinsfc,TR413-1,2020-08-02 15:20:00,2020-08-02 15:50:00,漢語,"{'title': '如何使用 Vault 實作區塊鏈的私鑰管理', 'description': '私鑰管理是企業導入區塊鏈中的一個重要議題。在這篇演講中，BSOS 即將介紹 Vault 這個開源套件，並說明如何使用 Vault 作為企業導入區塊鏈的私鑰管理解決方案。\n\n---\n\n私鑰管理是企業導入區塊鏈中的一個重要議題。在這個演講中，BSOS 即將介紹 Vault 這個開源套件，並說明如何使用 Vault 作為企業導入區塊鏈的私鑰管理解決方案。\r\n\r\n這篇演講會包含以下內容：\r\n- 什麼是 Vault？\r\n- Vault 的組成有哪些？\r\n    - Secret engine\r\n    - Dynamic secrets\r\n    - Auth & Policies\r\n    - Seal/Unseal Process\r\n- 什麼是 Shamir Secret Sharing？\r\n- Vault 與區塊鏈\r\n- 專案演示'}","{'title': '如何使用 Vault 實作區塊鏈的私鑰管理', 'description': '私鑰管理是企業導入區塊鏈中的一個重要議題。在這篇演講中，BSOS 即將介紹 Vault 這個開源套件，並說明如何使用 Vault 作為企業導入區塊鏈的私鑰管理解決方案。\n\n---\n\n私鑰管理是企業導入區塊鏈中的一個重要議題。在這個演講中，BSOS 即將介紹 Vault 這個開源套件，並說明如何使用 Vault 作為企業導入區塊鏈的私鑰管理解決方案。\r\n\r\n這篇演講會包含以下內容：\r\n- 什麼是 Vault？\r\n- Vault 的組成有哪些？\r\n    - Secret engine\r\n    - Dynamic secrets\r\n    - Auth & Policies\r\n    - Seal/Unseal Process\r\n- 什麼是 Shamir Secret Sharing？\r\n- Vault 與區塊鏈\r\n- 專案演示'}","['H3ZEXN', 'YWGWU8']",['Skilled'],https://hackmd.io/@coscup/rJUY4OplD,,https://youtu.be/Qyb4fxLjW5k,2020
JPFMDV,xinsfc,TR413-1,2020-08-02 10:30:00,2020-08-02 11:00:00,漢語,"{'title': '從染色幣、Omni Usdt 到真正可以 coding 的比特幣 ：Nervos CKB', 'description': '比特幣是最早，也是目前在區塊鏈世界最大的應用。\r\n從比特幣問世以後，隨著時間，開始有許多人不滿足於他只存在作為貨幣的功能，並試圖從比特幣的腳本去寫入程式碼，讓他還能夠具有其他的功能性，例如透過多重簽名、時間鎖等方式將比特幣變成一個『可以寫入邏輯』的貨幣，早期的『染色幣』，以及後期最大規模的『 Omni Usdt 』穩定幣都是一些常見的例子，然而，我們依舊清楚即使是 USDT ，仍然沒有辦法利用比特幣去驗證 USDT 的完整性，比特幣用來撰寫智能合約存在著很大的局限性。因此，後續有許多的其他公鏈，提出了新的可以寫入智能合約的區塊鏈，並且許多的公鏈解決方式都是隨著最有名也最成功的智能合約平台--以太坊採用了『Account 模型』。\r\n在這次的分享中，我們先告訴大家 UTXO 模型的比特幣如何被寫上程式碼，變成如染色幣或者 usdt 這樣的特殊資產，以及簡介 Account model，然後再帶大家探討一個問題：『 難道 UTXO 模型真的沒辦法寫智能合約』嗎？ UTXO 模型寫成的智能約合帳本具有哪些優勢，並且告訴大家 Nervos CKB 如何實現更通用可以寫智能合約的 UTXO 模型 : Cell Model，以及演示給大家看 Cell 模型的交易如何被構造，並且利用 CKB 去比較 UTXO 和Account 模型在區塊鏈上的優劣以及如何進行互補。\n\n---\n\n本次的題目主要是想探討區塊鏈的編程模型的演化過程，以及針對目前的底層公鏈，去探討怎麼樣的編程模型能最適合的 Layer1。 \r\n\r\n首先會探討的是，最初在比特幣中，大家如何透過 Op_return  的腳本語言，去探索比特幣的智能合約開發。然而，在這個探索的過程中又遇到哪些瓶頸，這些區塊鏈的前輩開發者，又怎麼去解決這些問題，像是 Omni layer 的 Explorer 這種輔助驗證的解決方案。然而，從以太坊問世以後，大家開始拋棄了在比特幣上編程的想法，轉而去嘗試例如以太坊的Account 模型，然而，Account 模型卻也在最近幾年面臨了許多的問題，例如 the Dao / 美鏈 / lendf.me 等安全事件，雖然他某種程度上帶來了編寫智能合約的方便性。\r\n接下來我會去探討比特幣具有哪一些珍貴的區塊鏈特性，例如UTXO模型，在智能合約平台演化的過程中怎麼被拋棄了，以及按造著 UTXO 模型，難道沒有辦法去建造一個可以寫入智能合約，並且安全、更通用也兼具性能的比特幣嗎？\r\n\r\n本演講中即試圖以 Nerovs CKB 進行的開源專案，去和大家演示 Nervos 特化的 UTXO 模型  — cell model，如何透過更通用的 UTXO 模型去撰寫智能合約，以及去探討這樣的編程模型解決了哪些 Account 模型所遇到的模型。\r\n最後，我會帶大家一起探討 UTXO 模型和 Account 模型的優劣，以及這兩種模型可能還存在著可以交互使用，以達到互補的可能。'}","{'title': 'From colored coin, onmi USDT to truly programmable bitcoin :Nervos CKB', 'description': '比特幣是最早，也是目前在區塊鏈世界最大的應用。\r\n從比特幣問世以後，隨著時間，開始有許多人不滿足於他只存在作為貨幣的功能，並試圖從比特幣的腳本去寫入程式碼，讓他還能夠具有其他的功能性，例如透過多重簽名、時間鎖等方式將比特幣變成一個『可以寫入邏輯』的貨幣，早期的『染色幣』，以及後期最大規模的『 Omni Usdt 』穩定幣都是一些常見的例子，然而，我們依舊清楚即使是 USDT ，仍然沒有辦法利用比特幣去驗證 USDT 的完整性，比特幣用來撰寫智能合約存在著很大的局限性。因此，後續有許多的其他公鏈，提出了新的可以寫入智能合約的區塊鏈，並且許多的公鏈解決方式都是隨著最有名也最成功的智能合約平台--以太坊採用了『Account 模型』。\r\n在這次的分享中，我們先告訴大家 UTXO 模型的比特幣如何被寫上程式碼，變成如染色幣或者 usdt 這樣的特殊資產，以及簡介 Account model，然後再帶大家探討一個問題：『 難道 UTXO 模型真的沒辦法寫智能合約』嗎？ UTXO 模型寫成的智能約合帳本具有哪些優勢，並且告訴大家 Nervos CKB 如何實現更通用可以寫智能合約的 UTXO 模型 : Cell Model，以及演示給大家看 Cell 模型的交易如何被構造，並且利用 CKB 去比較 UTXO 和Account 模型在區塊鏈上的優劣以及如何進行互補。\n\n---\n\n本次的題目主要是想探討區塊鏈的編程模型的演化過程，以及針對目前的底層公鏈，去探討怎麼樣的編程模型能最適合的 Layer1。 \r\n\r\n首先會探討的是，最初在比特幣中，大家如何透過 Op_return  的腳本語言，去探索比特幣的智能合約開發。然而，在這個探索的過程中又遇到哪些瓶頸，這些區塊鏈的前輩開發者，又怎麼去解決這些問題，像是 Omni layer 的 Explorer 這種輔助驗證的解決方案。然而，從以太坊問世以後，大家開始拋棄了在比特幣上編程的想法，轉而去嘗試例如以太坊的Account 模型，然而，Account 模型卻也在最近幾年面臨了許多的問題，例如 the Dao / 美鏈 / lendf.me 等安全事件，雖然他某種程度上帶來了編寫智能合約的方便性。\r\n接下來我會去探討比特幣具有哪一些珍貴的區塊鏈特性，例如UTXO模型，在智能合約平台演化的過程中怎麼被拋棄了，以及按造著 UTXO 模型，難道沒有辦法去建造一個可以寫入智能合約，並且安全、更通用也兼具性能的比特幣嗎？\r\n\r\n本演講中即試圖以 Nerovs CKB 進行的開源專案，去和大家演示 Nervos 特化的 UTXO 模型  — cell model，如何透過更通用的 UTXO 模型去撰寫智能合約，以及去探討這樣的編程模型解決了哪些 Account 模型所遇到的模型。\r\n最後，我會帶大家一起探討 UTXO 模型和 Account 模型的優劣，以及這兩種模型可能還存在著可以交互使用，以達到互補的可能。'}",['HGG8B3'],['Skilled'],https://hackmd.io/@coscup/Bk6wN_6ev,https://drive.google.com/file/d/13bZdf7lSMPLPPEbJzpVi1vjghReOcmmS/edit,https://youtu.be/NZOjdg6ks2A,2020
G7HUGG,tgfis3,TR412-1,2020-08-01 15:00:00,2020-08-01 16:00:00,English,"{'title': 'BOF: g0v Summit 2020 議程改稿死線松', 'description': 'BOF: g0v Summit 2020 議程改稿死線松\n\n---\n\nBoF 是一群有相同喜好的人、歡樂聚會的活動！因為喜好相同，所以你們可以暢談彼此在相同主題上的新發現，又或者與其他只在網路上聊過天、卻沒見過面的「熟人」碰個面。\r\n\r\n此時段已預定舉辦 BOF: g0v Summit 2020 議程改稿死線松\r\n若對此主題有興趣，歡迎自由參加！'}","{'title': 'BOF: g0v Summit 2020 議程改稿死線松', 'description': 'BOF: g0v Summit 2020 議程改稿死線松\n\n---\n\n""A BoF session, an informal meeting at conferences, where the attendees group together based on a shared interest and carry out discussions without any pre-planned agenda."" -- Wikipedia\r\n\r\nThis time slot has been reserved by ""BOF: g0v Summit 2020 議程改稿死線松"".\r\nSounds interesting? You are welcome to join us!'}",['8DZ8SW'],['Beginner'],,,,2020
FVBM8M,svd5as,TR211,2020-08-02 11:25:00,2020-08-02 11:55:00,漢語,"{'title': 'Python癌症空間群聚地圖視覺化', 'description': '高雄市男性的結腸、直腸和肛門癌的空間分布具隨機性\n\n---\n\n群聚地圖比較容易畫，但是否具備隨機性? 鄰居怎麼定義? 有群聚、分散的地方在哪裡? 是我們關心的重點。\r\n\r\n我們採用癌症死因統計資料集，以鄉鎮為分析層級，利用geopandas畫出""靜態""的資訊地圖，並從政府開放資料平臺可以得到行政區域界線圖資(2018年以 shape file 格式儲存)，將其投影到 twd97(EPSG:3826)，接者以 pysal 套件進行空間自相關，分析鄰近矩陣，並採用Queen的相鄰性進行計算，以splot套件得到Moran\'I及LISA，同時以splot.esda套件畫出HH、LL、HL、LH等風險區域'}","{'title': 'Python癌症空間群聚地圖視覺化', 'description': '高雄市男性的結腸、直腸和肛門癌的空間分布具隨機性\n\n---\n\n群聚地圖比較容易畫，但是否具備隨機性? 鄰居怎麼定義? 有群聚、分散的地方在哪裡? 是我們關心的重點。\r\n\r\n我們採用癌症死因統計資料集，以鄉鎮為分析層級，利用geopandas畫出""靜態""的資訊地圖，並從政府開放資料平臺可以得到行政區域界線圖資(2018年以 shape file 格式儲存)，將其投影到 twd97(EPSG:3826)，接者以 pysal 套件進行空間自相關，分析鄰近矩陣，並採用Queen的相鄰性進行計算，以splot套件得到Moran\'I及LISA，同時以splot.esda套件畫出HH、LL、HL、LH等風險區域'}",['XTWXQA'],['Skilled'],https://hackmd.io/@coscup/SyPxzu6xw,,https://youtu.be/ZifsHetUAMw,2020
KCGMK7,tgfis3,TR412-1,2020-08-02 10:00:00,2020-08-02 11:00:00,漢語,"{'title': 'BOF: BBS Yesterday, Today and Tomorrow', 'description': 'BOF: BBS Yesterday, Today and Tomorrow\n\n---\n\nBoF 是一群有相同喜好的人、歡樂聚會的活動！因為喜好相同，所以你們可以暢談彼此在相同主題上的新發現，又或者與其他只在網路上聊過天、卻沒見過面的「熟人」碰個面。\r\n\r\n此時段已預定舉辦 BOF: BBS Yesterday, Today and Tomorrow\r\n若對此主題有興趣，歡迎自由參加！'}","{'title': 'BOF: BBS Yesterday, Today and Tomorrow', 'description': 'BOF: BBS Yesterday, Today and Tomorrow\n\n---\n\n""A BoF session, an informal meeting at conferences, where the attendees group together based on a shared interest and carry out discussions without any pre-planned agenda."" -- Wikipedia\r\n\r\nThis time slot has been reserved by ""BOF: BBS Yesterday, Today and Tomorrow"".\r\nSounds interesting? You are welcome to join us!'}",['8DZ8SW'],['Beginner'],,,,2020
JQPSPU,ndg8vu,TR212,2020-08-02 15:20:00,2020-08-02 16:00:00,漢語,"{'title': 'LINE Bot 設計模式', 'description': '本議程不會提到任何程式碼，適合一般大眾參加。\r\n\r\n本議程整理大部分 LINE Bot 的設計，並且嘗試抽取出其中的設計模式，分析各種模式的優缺點，以及使用時機。聽完之後，你就能選用最適當的技術、最少的資源來最大程度地滿足用戶需求。\n\n---\n\n從供給面來看，LINE 提供給開發者的 API 非常多，這些功能又能以各種方式組合在一起，那麼這些功能的最佳組合，以及最佳的使用場景為何呢？以下是 LINE 提供的一部分 API：\r\n\r\n- Template message\r\n- Flex Message\r\n- Imagemap\r\n- Rich menu\r\n- Quick reply\r\n- LIFF\r\n- LINE Notify\r\n\r\n從需求面來看，做一隻聊天機器人涉及的需求五花八門，至少包含以下這些需求：\r\n\r\n- 帳號綁定\r\n- 用戶引導\r\n- 目錄/功能列表\r\n- 訊息訂閱\r\n- 資料顯示/搜尋/分頁\r\n- 表單填寫\r\n- 資料編輯/刪除\r\n- 圖表展示\r\n- 推薦好友\r\n- 付款流程\r\n\r\n目前市面上的 LINE Bot 都是採用什麼解決方案來滿足需求呢？分別又會使用到哪些技術呢？\r\n本議程整理大部分 LINE Bot 的設計，並且嘗試抽取出其中的設計模式，分析各種模式的優缺點，以及使用時機。\r\n\r\n聽完之後，你就能選用最適當的技術、最少的資源來最大程度地滿足用戶需求。'}","{'title': 'LINE Bot 設計模式', 'description': '本議程不會提到任何程式碼，適合一般大眾參加。\r\n\r\n本議程整理大部分 LINE Bot 的設計，並且嘗試抽取出其中的設計模式，分析各種模式的優缺點，以及使用時機。聽完之後，你就能選用最適當的技術、最少的資源來最大程度地滿足用戶需求。\n\n---\n\n從供給面來看，LINE 提供給開發者的 API 非常多，這些功能又能以各種方式組合在一起，那麼這些功能的最佳組合，以及最佳的使用場景為何呢？以下是 LINE 提供的一部分 API：\r\n\r\n- Template message\r\n- Flex Message\r\n- Imagemap\r\n- Rich menu\r\n- Quick reply\r\n- LIFF\r\n- LINE Notify\r\n\r\n從需求面來看，做一隻聊天機器人涉及的需求五花八門，至少包含以下這些需求：\r\n\r\n- 帳號綁定\r\n- 用戶引導\r\n- 目錄/功能列表\r\n- 訊息訂閱\r\n- 資料顯示/搜尋/分頁\r\n- 表單填寫\r\n- 資料編輯/刪除\r\n- 圖表展示\r\n- 推薦好友\r\n- 付款流程\r\n\r\n目前市面上的 LINE Bot 都是採用什麼解決方案來滿足需求呢？分別又會使用到哪些技術呢？\r\n本議程整理大部分 LINE Bot 的設計，並且嘗試抽取出其中的設計模式，分析各種模式的優缺點，以及使用時機。\r\n\r\n聽完之後，你就能選用最適當的技術、最少的資源來最大程度地滿足用戶需求。'}",['ASAT7M'],['Skilled'],https://hackmd.io/@coscup/BkPZEdpev,,https://www.youtube.com/watch?v=8OXuWUoHDQ8,2020
CN7BXS,4kshd0,TR409-2,2020-08-02 10:30:00,2020-08-02 11:00:00,漢語,"{'title': '蛤？區塊鏈公司是強迫開源', 'description': '身為一間區塊鏈新創公司，開源並不是一種選擇，而是預設。在這個講求去中心化和去信任的環境，人們相信 ""trust is cheap, show me the code""，從前端到合約業務邏輯全部都要開源，才有人願意用你的東西。但是畢竟是新創，沒什麼錢，你還是要想辦法在強迫開源的前提下想辦法產生收入，好可憐。\n\n---\n\n既然開源不是要或不要的問題，對區塊鏈新創公司而言，問題其實是在「開源是前提」的情況下如何：1.靠開源貢獻建立聲譽 2.用程式碼以外的東西建立進入門檻 3.獲利。\r\n比方說，寫一個前後端整合的區塊鏈套件，到處宣傳，讓它成為 tech stack 的一部分。然先把各種開源專案 grant 申請一輪，再到處宣傳。等到採用度高之後再掛上嚴格的 license 並提供商業版，最後還是到處宣傳，想辦法被已經有 revenue stream 的大公司收購，就可以了。'}","{'title': '蛤？區塊鏈公司是強迫開源', 'description': '身為一間區塊鏈新創公司，開源並不是一種選擇，而是預設。在這個講求去中心化和去信任的環境，人們相信 ""trust is cheap, show me the code""，從前端到合約業務邏輯全部都要開源，才有人願意用你的東西。但是畢竟是新創，沒什麼錢，你還是要想辦法在強迫開源的前提下想辦法產生收入，好可憐。\n\n---\n\n既然開源不是要或不要的問題，對區塊鏈新創公司而言，問題其實是在「開源是前提」的情況下如何：1.靠開源貢獻建立聲譽 2.用程式碼以外的東西建立進入門檻 3.獲利。\r\n比方說，寫一個前後端整合的區塊鏈套件，到處宣傳，讓它成為 tech stack 的一部分。然先把各種開源專案 grant 申請一輪，再到處宣傳。等到採用度高之後再掛上嚴格的 license 並提供商業版，最後還是到處宣傳，想辦法被已經有 revenue stream 的大公司收購，就可以了。'}",['M8CXKR'],['Beginner'],https://hackmd.io/@coscup/Bk-NEOpgv,,,2020
H9LKNE,tgfis3,TR412-1,2020-08-02 14:00:00,2020-08-02 15:00:00,漢語,"{'title': 'BoF (本時段開放現場申請)', 'description': 'BoF 開放社群申請！\n\n---\n\nBoF 是一群有相同喜好的人、歡樂聚會的活動！因為喜好相同，所以你們可以暢談彼此在相同主題上的新發現，又或者與其他只在網路上聊過天、卻沒見過面的「熟人」碰個面。\r\n\r\nBoF 是 COSCUP 的重頭戲之一，每年都在混亂 x 秩序交錯中熱烈開展！畢竟，COSCUP 年會聚集開放源碼社群成員，是舉辦開源相關主題 BoF 的絕佳環境之一。\r\n\r\n大會期間，每日 10:00-15:00 間，大會將提供一間會議室，供社群申請使用。每個社群可以申請一小時的時間。\r\n\r\n如果您打算在大會期間（8/01-02）自行舉辦任何社群活動， 歡迎於填寫此**[文件](https://reurl.cc/xZy6Xe)**申請，並持續關注 BoF 相關訊息！\r\n\r\n\r\n小提醒：請做好防疫措施與準備喔！'}","{'title': 'BoF (available for application)', 'description': 'BoF 開放社群申請！\n\n---\n\n""A BoF session, an informal meeting at conferences, where the attendees group together based on a shared interest and carry out discussions without any pre-planned agenda."" -- Wikipedia\r\n\r\nAs usual, you can book an hour of the BoF room during 08/01~08/02  10:00~15:00, or just attend a BoF at your favorite venue with friends!\r\n\r\nReserve this slot for your community to host a BoF meetup at COSCUP! \r\n\r\nMore information coming soon.'}",['8DZ8SW'],['Beginner'],,,,2020
7MUPHM,c2ayee,TR413-2,2020-08-02 12:10:00,2020-08-02 12:50:00,漢語,"{'title': 'FreeBSD lunch BoF', 'description': '各種關於 FreeBSD，還有 *BSD, ZFS 的疑難雜症還有小道消息。\n\n---\n\n各種關於 FreeBSD，還有 *BSD, ZFS 的疑難雜症還有小道消息。\r\nNote: 本活動將不會錄影'}","{'title': 'FreeBSD lunch BoF', 'description': 'Everything about FreeBSD, and *BSD, ZFS Q&A and gossip.\r\nNote: there is no recording of this session.\n\n---\n\n各種關於 FreeBSD，還有 *BSD, ZFS 的疑難雜症還有小道消息。\r\nNote: 本活動將不會錄影'}",['9K7FL8'],['Beginner'],https://hackmd.io/@coscup/ryP2Vupev,,,2020
GN9XAP,bxjjci,TR412-2,2020-08-02 15:45:00,2020-08-02 16:00:00,English,"{'title': 'Closing Talk - Japanese IT community is growing', 'description': 'Closing Talk - Japanese IT community is growing\n\n---\n\nClosing Talk - Japanese IT community is growing'}","{'title': 'Closing Talk - Japanese IT community is growing', 'description': '-\n\n---\n\n-'}",['ZMQ9HH'],['Beginner'],https://hackmd.io/@coscup/B1I1MOpgP,,https://www.youtube.com/watch?v=WfrRB0fbLHQ,2020
9PFPRQ,o5ypky,TR213,2020-08-02 14:45:00,2020-08-02 15:15:00,漢語,"{'title': 'PostgreSQL Anonymizer 介紹', 'description': '對個人機敏資料( personally identifiable information ,PII)進行遮罩或取代的Postgresql Extension 介紹.\n\n---\n\n鑑於目前資安的要求或規範,如GDPR, PCI-DSS的落實要求,在資料庫層級也需要有相關的遮罩或取代的功能.\r\nPostgreSQL Anonymizer 提供了強大且具有彈性的機制,故藉此機會介紹給大家參考使用.'}","{'title': 'PostgreSQL Anonymizer 介紹', 'description': '對個人機敏資料( personally identifiable information ,PII)進行遮罩或取代的Postgresql Extension 介紹.\n\n---\n\n鑑於目前資安的要求或規範,如GDPR, PCI-DSS的落實要求,在資料庫層級也需要有相關的遮罩或取代的功能.\r\nPostgreSQL Anonymizer 提供了強大且具有彈性的機制,故藉此機會介紹給大家參考使用.'}",['VCUCAV'],['Skilled'],https://hackmd.io/@coscup/ryzeS_6gw,,https://youtu.be/99yIhu6HtcA,2020
