id,avatar,zh,en,year
9FQWWA,https://www.gravatar.com/avatar/60a42aadf0f45d6810734a477b36700b,"{'name': '$4', 'bio': 'Debian Developer\r\nGNOME Emeritus Member\r\nUbuntu Contributing Developer\r\n\r\nhttps://www.linkedin.com/in/fourdollars/'}","{'name': '$4', 'bio': 'Debian Developer\r\nGNOME Emeritus Member\r\nUbuntu Contributing Developer\r\n\r\nhttps://www.linkedin.com/in/fourdollars/'}",2020
RL9ERQ,https://www.gravatar.com/avatar/a43ecbc744ac926c30bee266350e0ff5?s=1024&d=https://coscup.org/2020/img/speaker/avatar/default.png&r=g,"{'name': 'beautylu', 'bio': ''}","{'name': 'beautylu', 'bio': ''}",2020
QFWSCS,https://pretalx.com/media/avatars/1_DKlqxPVTddoaqaHpOBIB_g_P3k3jCn.png,"{'name': 'alznn3306', 'bio': ''}","{'name': 'alznn3306', 'bio': ''}",2020
HDJKCF,https://www.gravatar.com/avatar/c8e554d91577a152d5dadfa0a882c2ad,"{'name': 'Ping Wu (小平)', 'bio': 'https://linkedin.com/in/pingnote'}","{'name': 'Ping Wu (小平)', 'bio': 'https://linkedin.com/in/pingnote'}",2020
QRFXY8,https://www.gravatar.com/avatar/ec62b0818634bac944ee7d8756189e9b?s=1024&d=https://coscup.org/2020/img/speaker/avatar/default.png&r=g,"{'name': 'Tzu-Yin Hong', 'bio': ''}","{'name': 'Tzu-Yin Hong', 'bio': ''}",2020
GRSLQD,https://pretalx.com/media/avatars/IMG_3873_cuwJ7W3.jpg,"{'name': 'Kimi', 'bio': 'this is my bio....'}","{'name': 'Kimi', 'bio': 'this is my bio....'}",2020
TRQJ9S,https://pretalx.com/media/avatars/IMG_0040_FJPcf4c.JPG,"{'name': 'Pohsien', 'bio': 'This is pohsien'}","{'name': 'Pohsien', 'bio': 'This is pohsien'}",2020
REFDXR,https://www.gravatar.com/avatar/2c5113e3a908d22a0ce27ac1b1cb8000?s=1024&d=https://coscup.org/2020/img/speaker/avatar/default.png&r=g,"{'name': 'zxcv', 'bio': ''}","{'name': 'zxcv', 'bio': ''}",2020
LUDFQG,https://www.gravatar.com/avatar/92e1d0d993dc948b9e11bbfda7c3fd96?s=1024&d=https://coscup.org/2020/img/speaker/avatar/default.png&r=g,"{'name': 'Superbil', 'bio': ''}","{'name': 'Superbil', 'bio': ''}",2020
JWZFFG,https://www.gravatar.com/avatar/c330fb3106d32a7c6c23496596f0eead?s=1024&d=https://coscup.org/2020/img/speaker/avatar/default.png&r=g,"{'name': 'HungWei', 'bio': ''}","{'name': 'HungWei', 'bio': ''}",2020
STDQVQ,https://pretalx.com/media/avatars/007_8waZyWk.png,"{'name': 'Phil Huang', 'bio': '出師表 諸葛亮. 原文 臣亮言：先帝創業未半，而中道崩殂。今天下三分，益州 疲弊，此誠危急存亡之秋也。然侍衛之臣，不懈於內；忠志之 士，忘身於外者，蓋追先帝之殊 ...'}","{'name': 'Phil Huang', 'bio': '出師表 諸葛亮. 原文 臣亮言：先帝創業未半，而中道崩殂。今天下三分，益州 疲弊，此誠危急存亡之秋也。然侍衛之臣，不懈於內；忠志之 士，忘身於外者，蓋追先帝之殊 ...'}",2020
NQECNM,https://www.gravatar.com/avatar/f2886d3d640344c317ef805c3ebaad27,"{'name': 'TengWang', 'bio': 'test'}","{'name': 'TengWang', 'bio': 'test'}",2020
CPHBPV,https://www.gravatar.com/avatar/89c8dd7492971c91e5453f2dd8e034ab,"{'name': 'kevin chiu', 'bio': 'GDG Taipei'}","{'name': 'kevin chiu', 'bio': 'GDG Taipei'}",2020
73VFQG,https://www.gravatar.com/avatar/7b6c8d139f263f8435cd05c59bce0750,"{'name': 'yylin', 'bio': '請輸入你希望被公開的名字，這個名字會被用在你所投稿的議程上面'}","{'name': 'yylin', 'bio': '請輸入你希望被公開的名字，這個名字會被用在你所投稿的議程上面'}",2020
D79EDZ,https://pretalx.com/media/avatars/IMG_8951_jLFvgCP.JPG,"{'name': 'Rico', 'bio': 'Hello 我是 Rico，來自 DevOps Taiwan 社群的小志工，喜歡參與社群到日常都會穿社群衣服的宅宅。'}","{'name': 'Rico Chen', 'bio': 'Volunteer of DevOps Taiwan community. No CS degree. Love to try something everybody never imagines. (like water skiing, diving, chop woods, rent a movie theater room for Frozen sing-along) Just a rookie in IT industry, welcome any feedback.'}",2020
ZQT793,https://pretalx.com/media/avatars/photo_1_f9hWqaM.jpeg,"{'name': 'Hazel', 'bio': '＊ 2 years backend engineer + operators @ LINE\r\n＊ Now work @ RedHat\r\n＊ Marketing @ Cloud Native Taiwan User Group'}","{'name': 'Hazel', 'bio': '＊ 2 years backend engineer + operators @ LINE\r\n＊ Now work @ RedHat\r\n＊ Marketing @ Cloud Native Taiwan User Group'}",2020
N97JXS,https://www.gravatar.com/avatar/c7c4962ce9539d003fd7f0f06539e9d3,"{'name': '終哥哥', 'bio': '向面的所向，做事業的人們，他的伴侶，一樣呻吟於不幸的人們，過了些時，現在只就所謂有相當文化的根據，失了伴侶的他，甲興奮地說，別地方是什麼樣子，在幾千年前，日月不相望的什麼新曆法，也就分外著急，雖遇有些顛蹶，怕大家都記不起了，五十塊的老本（終老喪費）和一圈豚，遺傳著有好勝的氣質。最愛女人露哪裡，手段使盡卻判13年~~、鴨鴨復活了，你們罵我腦殘，韓媒澄清台灣鯛，股市也延後開盤；考英語聽力測驗的40分鐘內，北中南都有零星災情傳出，疑菲船槍擊台漁民枉死，耶~~~'}","{'name': '終哥哥', 'bio': '向面的所向，做事業的人們，他的伴侶，一樣呻吟於不幸的人們，過了些時，現在只就所謂有相當文化的根據，失了伴侶的他，甲興奮地說，別地方是什麼樣子，在幾千年前，日月不相望的什麼新曆法，也就分外著急，雖遇有些顛蹶，怕大家都記不起了，五十塊的老本（終老喪費）和一圈豚，遺傳著有好勝的氣質。最愛女人露哪裡，手段使盡卻判13年~~、鴨鴨復活了，你們罵我腦殘，韓媒澄清台灣鯛，股市也延後開盤；考英語聽力測驗的40分鐘內，北中南都有零星災情傳出，疑菲船槍擊台漁民枉死，耶~~~'}",2020
QS83Y3,https://www.gravatar.com/avatar/f0e5428f9df00d5ff2e1944faaab24fd?s=1024&d=https://coscup.org/2020/img/speaker/avatar/default.png&r=g,"{'name': 'ice', 'bio': ''}","{'name': 'ice', 'bio': ''}",2020
ZTZR9Y,https://pretalx.com/media/avatars/Kevin_Huang-1_Hr5GoPH.jpg,"{'name': 'WasiKevin', 'bio': '開源義工'}","{'name': 'WasiKevin', 'bio': '開源義工'}",2020
MRKXKF,https://pretalx.com/media/avatars/20200511899_DoQ0rbR.png,"{'name': 'Cherie Hsieh', 'bio': 'Golang Taiwan 和 GDG Hsinchu co-organizer、Women Techmakers 社群、遊戲業 PM 轉職人，平時喜歡研究作業系統原理和 Go open project 程式碼，對於網路和 protocol 也很有興趣。'}","{'name': 'Cherie Hsieh', 'bio': 'Golang Taiwan 和 GDG Hsinchu co-organizer、Women Techmakers 社群、遊戲業 PM 轉職人，平時喜歡研究作業系統原理和 Go open project 程式碼，對於網路和 protocol 也很有興趣。'}",2020
T9X9GN,https://www.gravatar.com/avatar/3db874f532e865cdb14540de5b022b84,"{'name': 'cataska', 'bio': '自我介紹'}","{'name': 'cataska', 'bio': '自我介紹'}",2020
S9ALPV,https://www.gravatar.com/avatar/13af71eaee23807c4fae5c876d47b675?s=1024&d=https://coscup.org/2020/img/speaker/avatar/default.png&r=g,"{'name': 'Nancy Tsai', 'bio': ''}","{'name': 'Nancy Tsai', 'bio': ''}",2020
VEVJEM,https://www.gravatar.com/avatar/f1ba6e26bccd4325e1c7a470d5ea757c?s=1024&d=https://coscup.org/2020/img/speaker/avatar/default.png&r=g,"{'name': 'Alvin Chen', 'bio': ''}","{'name': 'Alvin Chen', 'bio': ''}",2020
VMPQXW,https://www.gravatar.com/avatar/f531a0dca76614f8d3e3921fadd09042,"{'name': 'Sofia', 'bio': '123'}","{'name': 'Sofia', 'bio': '123'}",2020
3EKNRG,https://www.gravatar.com/avatar/fd349a1dc80c933aefebdedc1d1e9a0e,"{'name': 'changwu', 'bio': '一名打滾區塊鏈行業多年的小書僮，目前任職於 AMIS，也在政大資科教授區塊鏈課程'}","{'name': 'changwu', 'bio': '一名打滾區塊鏈行業多年的小書僮，目前任職於 AMIS，也在政大資科教授區塊鏈課程'}",2020
HDYY7X,https://pretalx.com/media/avatars/o8z4iFzg_7Ebwq6s.jpeg,"{'name': 'Wig', 'bio': '一個open source的愛好者.'}","{'name': 'Wig', 'bio': 'An open source contributor in embedded world'}",2020
NK7VPQ,https://pretalx.com/media/avatars/83053595_2545598952205214_193732767698124800_n_xfbDgkd.jpg,"{'name': 'Ruinland', 'bio': 'Got kicked out by the mainstream during graduate school. Ended up being a spinning cog in a Taiwan-based IC design company.\r\n\r\nLove FOSS stuffs and system software :-)'}","{'name': 'Ruinland', 'bio': 'Got kicked out by the mainstream during graduate school. Ended up being a spinning cog in a Taiwan-based IC design company.\r\n\r\nLove FOSS stuffs and system software :-)'}",2020
CHFQHN,https://pretalx.com/media/avatars/IMG_7725_3mwAOuj.JPG,"{'name': 'THE', 'bio': '專注於SDN/NFV、系統程式performance optimization、Network protocol implementation、High performance computing，獨自走在open source軟體的道路上'}","{'name': 'THE', 'bio': '專注於SDN/NFV、系統程式performance optimization、Network protocol implementation、High performance computing，獨自走在open source軟體的道路上'}",2020
7GLNKD,https://pretalx.com/media/avatars/383050_1956119522872_1895311856_n_QHi9RJR.jpg,"{'name': 'Mars Cheng', 'bio': '一個很普通的工程師，只希望能靠技術賺取足夠薪資，餵飽家中的貓貓狗狗。'}","{'name': 'Mars Cheng', 'bio': 'Mars Cheng likes to learn anything about programming, especially those related to Linux. He found BPF in 2019 and loved the ideas from the bottom of his heart. He believes BPF-related technologies will be the main approach to do Linux development in the future.'}",2020
AJTTBF,https://pretalx.com/media/avatars/2018-04-17_23-11-05_906_qJEBXQu.jpg,"{'name': 'Dixon Siu', 'bio': 'Dixon is a software engineer at Fujitsu Limited. For the past three years, he has been developing apps for Personium which is the only open source personal data store platform in Japan. He became one of the key players in the Personium community and initiated integrations of MyData technologies in the community.\r\n\r\nAfter attending MyData 2018, he was moved by the passionate people involved in MyData and now heavily involved in the MyData movement both globally and in Japan.'}","{'name': 'Dixon Siu', 'bio': 'Dixon is a software engineer at Fujitsu Limited. For the past three years, he has been developing apps for Personium which is the only open source personal data store platform in Japan. He became one of the key players in the Personium community and initiated integrations of MyData technologies in the community.\r\n\r\nAfter attending MyData 2018, he was moved by the passionate people involved in MyData and now heavily involved in the MyData movement both globally and in Japan.'}",2020
Y8BT88,https://pretalx.com/media/avatars/0qxseACw_400x400_7atYaXC.jpg,"{'name': 'Victor Neo', 'bio': 'Engineering Director at Carousell. Interested in open data and the open web, exploring ways that we can all own our data rather than companies.'}","{'name': 'Victor Neo', 'bio': 'Engineering Director at Carousell. Interested in open data and the open web, exploring ways that we can all own our data rather than companies.'}",2020
KXYX9H,https://pretalx.com/media/avatars/%E6%88%AA%E5%9C%96_2020-04-22_%E4%B8%8A%E5%8D%889.51.38_L9IyYXW.png,"{'name': 'Eric', 'bio': 'Hi, I am Eric'}","{'name': 'Eric', 'bio': 'Hi, I am Eric'}",2020
TXVSDR,https://www.gravatar.com/avatar/8d9b432d861e4ac0e40954a800ae90a1,"{'name': '和風信使', 'bio': '目前任職於微程式資訊股份有限公司，以 Node.js 開發 LINE Chatbot 超過兩年，是「YouBike Today - 小幫手」的開發者之一，主要是後端工程師，前端略有涉略，請大家多多指教。'}","{'name': 'Tai, Chun-Min', 'bio': 'Currently working in Microprogram Information Co., Ltd. Two years of experience in developing LINE Chatbot in Node.js. One of the developers of ""YouBike Today - 小幫手"". Major in backend develpoment but also has some experience in frontend.'}",2020
7YLXBQ,https://pretalx.com/media/avatars/avataaars_vZfzIBo.png,"{'name': '曾昱盛', 'bio': '現任職於凌華科技擔任工程師，主要內容為開源軟體DDS與ROS效能的評估及優化，並提供客戶基於開源軟體之上企業服務。'}","{'name': '曾昱盛', 'bio': '現任職於凌華科技擔任工程師，主要內容為開源軟體DDS與ROS效能的評估及優化，並提供客戶基於開源軟體之上企業服務。'}",2020
QVJ8UE,https://www.gravatar.com/avatar/0e1f2b8e0771164b0aba5f2b8e169d20,"{'name': '郭鎮頴', 'bio': '對ROS、嵌入式系統、網路安全略有研究的工程師，喜愛從系統角度來思考問題。'}","{'name': '郭鎮頴', 'bio': '對ROS、嵌入式系統、網路安全略有研究的工程師，喜愛從系統角度來思考問題。'}",2020
RTBZCK,https://pretalx.com/media/avatars/19_jVsoD1J.jpg,"{'name': '朱庭宏', 'bio': '我是WikiData Taiwan 台中地方學專題社群主持人，目前亦有擔任網站前端技術講師，先前是工業技術研究院智機中心網站前端小軟工讀生、第23屆TDK盃競賽(2019 Taiwan TDK Robocon)助理裁判、2018永續環境黑客松技職盃全國大賽工作人員。\r\n\r\n[個人Profile](http://did1335.web.intellicvorg.nctu.me/resume/)\r\n\r\n[維基數據地方學網站](http://wikidata.localogy.intellicvorg.nctu.me/wiki_localogy/index.html)'}","{'name': 'Ting-Hong, CHU', 'bio': 'The host of Wikidata Taichung Localogy Community, Web front-end technology lecturer, FEE in ITRI'}",2020
JL9ME8,https://www.gravatar.com/avatar/4d576feda280144073f28f12d2fb966d,"{'name': '范聖佑', 'bio': 'JetBrains 技術傳教士，負責推廣 Kotlin 程式語言、IntelliJ 系列 IDE 及團隊合作解決方案，協助開發者善用工具輔助來提升生產力，同時維護程式碼品質。工作之餘也熱血經營技術社群，常在各社群及研討會裡出沒，歡迎拍打餵食。'}","{'name': '""Freddie Wang (汪永興) Shengyou Fan (范聖佑)""', 'bio': '""Freddie: Living in Japan. Freddie is fascinated with Kotlin since 1.0 was released and would like to introduce Kotlin to more people.\r\n\r\nShengyou: Shengyou is Developer Advocate at JetBrains. He is fascinated with researching new technology and fond of skills that increase productivity. In charge of promoting technology such as Kotlin, IntelliJ IDEA and provide solutions. He passionately managed open source communities and contributed to those for 6 years.""'}",2020
VKYCZB,https://pretalx.com/media/avatars/13592811_10210184300952654_3915077164307456899_n_ftNmdXV.jpg,"{'name': 'Recca Chao', 'bio': '使用 Laravel 框架開發網站。\r\n時不時翻翻其他人寫的原始碼，希望能盡量不自己寫，多用點其他人寫的程式就達成功能。'}","{'name': 'Recca Chao', 'bio': '使用 Laravel 框架開發網站。\r\n時不時翻翻其他人寫的原始碼，希望能盡量不自己寫，多用點其他人寫的程式就達成功能。'}",2020
K3HTQ9,https://pretalx.com/media/avatars/IvanMa03_ggQDJiO.jpg,"{'name': 'Ivan Ma', 'bio': 'Ivan Ma is the MySQL User Group Lead in Hong Kong. He has over 20+ years of experience in enterprise system infrastructure and software technologies.\r\n\r\nHe Joined MySQL, is currently MySQL Principal Solution Engineer, Asia Pacific with Oracle, responsible for pre-sales consulting, technical education, and product promotions.\r\n\r\nHe joined Oracle in System Team from Sun Mircosystems acquisition. Prior to Sun Microsystems, he was Principal Solution Architect with Sybase APAC covering APAC regions.'}","{'name': 'Ivan Ma', 'bio': 'Ivan Ma is the MySQL User Group Lead in Hong Kong. He has over 20+ years of experience in enterprise system infrastructure and software technologies.\r\n\r\nHe Joined MySQL, is currently MySQL Principal Solution Engineer, Asia Pacific with Oracle, responsible for pre-sales consulting, technical education, and product promotions.\r\n\r\nHe joined Oracle in System Team from Sun Mircosystems acquisition. Prior to Sun Microsystems, he was Principal Solution Architect with Sybase APAC covering APAC regions.'}",2020
9F97ZU,https://pretalx.com/media/avatars/Screen_Shot_2020-04-24_at_11.26.19_AM_sx9elHE.png,"{'name': 'Mike Frank', 'bio': ""Over the past 20 years, Mike has helped organizations formulate and implement complex new products and strategies.  His background spans database development, tools, packaging, security, and backup. He's brought well over 15 new to market products. At MySQL he's been instrumental in working with various database and development tools, the mysql repos, and various security products and features.  As a founder and VP of Products at Gazzang (acq. by Cloudera) he brought to market Linux TDE and a SaaS key management products. As a co-founder and head of products at Idera he brought to market 5 database management products including SQL Secure, SQL Compliance Manager, and SQLsafe. At PentaSafe/NetIQ, as Product Author and Product Line Manager, he created a line of products for Security and Risk assessment of Linux and Web Servers. Mikes experience spans databases, operating systems, security, e-business, and trading systems""}","{'name': 'Mike Frank', 'bio': ""Over the past 20 years, Mike has helped organizations formulate and implement complex new products and strategies.  His background spans database development, tools, packaging, security, and backup. He's brought well over 15 new to market products. At MySQL he's been instrumental in working with various database and development tools, the mysql repos, and various security products and features.  As a founder and VP of Products at Gazzang (acq. by Cloudera) he brought to market Linux TDE and a SaaS key management products. As a co-founder and head of products at Idera he brought to market 5 database management products including SQL Secure, SQL Compliance Manager, and SQLsafe. At PentaSafe/NetIQ, as Product Author and Product Line Manager, he created a line of products for Security and Risk assessment of Linux and Web Servers. Mikes experience spans databases, operating systems, security, e-business, and trading systems""}",2020
GNDXBH,https://www.gravatar.com/avatar/53e17915a0ebda94220596c4137b83fa?s=1024&d=https://coscup.org/2020/img/speaker/avatar/default.png&r=g,"{'name': 'Chen-Yu Tsai', 'bio': ''}","{'name': 'Chen-Yu Tsai', 'bio': ''}",2020
Z3UFTJ,https://pretalx.com/media/avatars/Kewang2.0_LWecwwt.png,"{'name': 'kewang', 'bio': 'Funliday 是台灣最多人使用的旅遊規劃服務，我在 Funliday 內擔任技術長。\r\n\r\n擅長 Java、JavaScript、Hadoop 生態系 (HBase)、PostgreSQL (PostGIS)、MongoDB，也喜歡玩各種先進的前後端技術。現在則是專注在 DevOps，CI/CD，Git 工作流程等軟技術。\r\n\r\n已連續六年在大型技術研討會分享。'}","{'name': 'Mu Chun Wang (kewang), Simon Lin', 'bio': '## Mu Chun Wang (kewang)\r\n\r\nI am CTO of Funliday. Funliday is the famous travel planning service in Taiwan.\r\n\r\nI am good at JavaScript, Java, HBase, PostgreSQL, MongoDB and other modern skills. already given many talks for 6 consecutive years in large conferences.\r\n\r\n## Simon Lin\r\n\r\nPassionate about front-end development.\r\nLove the elasticity of React.js and the elegance of Vue.js.\r\nAnd also like to write code that is easy to maintain!'}",2020
UBVDFS,https://www.gravatar.com/avatar/d2019cfd7d81df29716c62047b9bf1f6,"{'name': 'Freddie Wang', 'bio': '居住日本的北漂工程師, 從Kotlin 1.0發表時就對這語言深深著迷，想把Kotlin推廣給更多人。'}","{'name': '""Freddie Wang (汪永興) Shengyou Fan (范聖佑)""', 'bio': '""Freddie: Living in Japan. Freddie is fascinated with Kotlin since 1.0 was released and would like to introduce Kotlin to more people.\r\n\r\nShengyou: Shengyou is Developer Advocate at JetBrains. He is fascinated with researching new technology and fond of skills that increase productivity. In charge of promoting technology such as Kotlin, IntelliJ IDEA and provide solutions. He passionately managed open source communities and contributed to those for 6 years.""'}",2020
HRXYVK,https://pretalx.com/media/avatars/DSC06746_nEplESf.JPG,"{'name': '陳柏安（肥貓）', 'bio': '我是政治大學公共行政學系的研究生，從碩士班開始關注開源軟體在政府使用的議題，並於2018年暑假開始成為Ubuntu的使用者。期待利用公共行政的學術所長，成為連結資訊開發者與政府使用者之間的橋樑。\r\n\r\n曾於2018年9月由文件基金會（The Document Foundation）舉辦的LibreOffice Conference（於阿爾巴尼亞地拉那市）以英文簡短發表「探索性的台灣文官 LibreOffice 滿意度調查」一文；並於2019年COSCUP以中文發表'}","{'name': '陳柏安（肥貓）', 'bio': '我是政治大學公共行政學系的研究生，從碩士班開始關注開源軟體在政府使用的議題，並於2018年暑假開始成為Ubuntu的使用者。期待利用公共行政的學術所長，成為連結資訊開發者與政府使用者之間的橋樑。\r\n\r\n曾於2018年9月由文件基金會（The Document Foundation）舉辦的LibreOffice Conference（於阿爾巴尼亞地拉那市）以英文簡短發表「探索性的台灣文官 LibreOffice 滿意度調查」一文；並於2019年COSCUP以中文發表'}",2020
CPJQQS,https://www.gravatar.com/avatar/29e41e987c3d42e6649778c3cf54bd87?s=1024&d=https://coscup.org/2020/img/speaker/avatar/default.png&r=g,"{'name': 'Gajendra Deshpande', 'bio': ""Mr. Gajendra Deshpande holds a master's degree in Computer Science and Engineering and working as Assistant Professor at the Department of Computer Science and Engineering, KLS Gogte Institute of Technology, Belagavi, Karnataka, India. He has a teaching experience of 11 years and a Linux and Network Administration experience of one year. Under his mentorship teams have won Smart India Hackathon 2018 and Smart India Hackathon 2019. He is the Technical Director for Sestoauto Networks Pvt. Ltd. and Founder of Thingsvalley. His areas of Interest include Programming, Web Designing, Cyber Security, Artificial Intelligence, Machine Learning, Brain-Computer Interface, Internet of Things, and Virtual Reality. He has presented papers at NIT Goa, Scipy India 2017 IIT Bombay, JuliaCon 2018 London, Scipy India 2018 IIT Bombay, Scipy 2019 USA, PyCon FR 2019 Bordeaux France, and IIT Gandhi Nagar.""}","{'name': 'Gajendra Deshpande', 'bio': ""Mr. Gajendra Deshpande holds a master's degree in Computer Science and Engineering and working as Assistant Professor at the Department of Computer Science and Engineering, KLS Gogte Institute of Technology, Belagavi, Karnataka, India. He has a teaching experience of 11 years and a Linux and Network Administration experience of one year. Under his mentorship teams have won Smart India Hackathon 2018 and Smart India Hackathon 2019. He is the Technical Director for Sestoauto Networks Pvt. Ltd. and Founder of Thingsvalley. His areas of Interest include Programming, Web Designing, Cyber Security, Artificial Intelligence, Machine Learning, Brain-Computer Interface, Internet of Things, and Virtual Reality. He has presented papers at NIT Goa, Scipy India 2017 IIT Bombay, JuliaCon 2018 London, Scipy India 2018 IIT Bombay, Scipy 2019 USA, PyCon FR 2019 Bordeaux France, and IIT Gandhi Nagar.""}",2020
HU37SF,https://pretalx.com/media/avatars/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20200403122041_74PChZK.jpg,"{'name': 'Lingyu Zhu', 'bio': '朱凌宇，国防科技大学在读博士。主要研究兴趣包括基于持久化内存的文件系统与虚拟机内存管理技术'}","{'name': 'Lingyu Zhu', 'bio': '朱凌宇，国防科技大学在读博士。主要研究兴趣包括基于持久化内存的文件系统与虚拟机内存管理技术'}",2020
YWHF3R,https://pretalx.com/media/avatars/DED53519-B590-4D09-85AF-138794B47DC8_1_105_c_SlFLYIp.jpeg,"{'name': 'Shaka Chen', 'bio': '- Libgirl 書卷姐股份有限公司]創辦人 www.libgirl.com\r\n- 軟體工程師\r\n- 人生奉獻於實現通用人工智慧 AGI'}","{'name': 'Shaka Chen', 'bio': '- Founder of Libgirl Co., Ltd.\r\n- Software Engineer\r\n- All life for Artificial General Intelligence (AGI)'}",2020
RJLB3D,https://pretalx.com/media/avatars/%E6%93%B7%E5%8F%96%E9%81%B8%E5%8F%96%E5%8D%80%E5%9F%9F_004_tgtbgCp.png,"{'name': 'PeterWolf', 'bio': '- 卓騰語言科技創辦人\r\n- NLP/NLU 應用開發者\r\n- 1/2 以上的人生都在處理自然語言問題的辣個男人'}","{'name': 'PeterWolf (Wen-jet Wang)', 'bio': 'Founder of Droidtown Linguistic Tech. Co., Ltd.'}",2020
