id,avatar,zh,en,year,unique_id
SNLQAY,https://pretalx.coscup.org/media/avatars/lucap_S3HLFLb_3GKAlCd.jpg,"{'name': 'Luca Palmieri', 'bio': 'Luca Palmieri builds technology products for a living. His current focus is on backend development, software architecture and the Rust programming language.\r\n\r\nHe currently works at MainMatter as a Principal Engineering Consultant. He partners with teams across the industry to make sure they succeed in adopting or scaling their Rust usage, where it makes sense to do so. He was formerly at AWS and TrueLayer.\r\n\r\nHe has been part of the Rust community since 2018 and is best known as the author of “Zero to Production in Rust”, an introduction to using Rust for backend development.\r\n\r\nWhen he is not coding, you’ll find him baking cakes or rolling pasta sheets.'}","{'name': 'Luca Palmieri', 'bio': 'Luca Palmieri builds technology products for a living. His current focus is on backend development, software architecture and the Rust programming language.\r\n\r\nHe currently works at MainMatter as a Principal Engineering Consultant. He partners with teams across the industry to make sure they succeed in adopting or scaling their Rust usage, where it makes sense to do so. He was formerly at AWS and TrueLayer.\r\n\r\nHe has been part of the Rust community since 2018 and is best known as the author of “Zero to Production in Rust”, an introduction to using Rust for backend development.\r\n\r\nWhen he is not coding, you’ll find him baking cakes or rolling pasta sheets.'}",2023,SNLQAY
9PE3WZ,https://www.gravatar.com/avatar/6aa5717aa8de2f762c72dbbeb7d9edae,"{'name': '天祇稻 Timothy', 'bio': '大家可以叫我Timothy \r\n人生目標是當個自由奔放的男人，並且是個有領導魅力的人\r\n喜歡自己想學的知識，未來在計算機領域佔有一席之地\r\n\r\n高中曾擔任機器人社社長\r\n但現在已經個電機系大二的學生QwQ\r\n並且擔任現在的科學創意社的社長\r\n\r\n自己對作業系統跟開源有很大的興趣\r\n也希望可以成功在大學推動開源的風氣\r\n讓大家繳交程式作業不再是用tronclass而是改成git和github XD\r\n\r\n然後如有有喜歡喝威士忌的同好，也歡迎來找我喝酒聊開玩OwO'}","{'name': '天祇稻 Timothy', 'bio': 'You can call me Timothy. My life goal is to be a free-spirited man and a charismatic leader. I enjoy pursuing knowledge in fields that interest me, and I aspire to make a mark in the field of computer science.\r\n\r\nIn high school, I served as the president of the Robotics Club. However, now I am a rising junior in the Electrical Engineering department. Currently, I hold the position of president in the Science and Creativity Club.\r\n\r\nI have a keen interest in operating systems and open source. I also hope to successfully promote an open-source culture in university, where submitting programming assignments is no longer done through Tronclass but through Git and GitHub.\r\n\r\nIf there are fellow whisky enthusiasts, feel free to come find me for a drink and some lively conversations OwO.'}",2023,9PE3WZ
LWB8YT,https://pretalx.coscup.org/media/avatars/Mizth_DoJe3U7.png,"{'name': '曾亭翰 Michael Tseng', 'bio': '18, building for the singularity\r\n\r\nI’m interested in ai, bio-inspired computing, and most of the emerging tech/science developments. I will be in sf this fall as a freshman at Minerva University.\r\n\r\n🌉 love startups, cities, long articles, ocean blue, and night sky\r\n\r\nBlog: tsengtinghan.github.io'}","{'name': '曾亭翰 Michael Tseng', 'bio': '18, building for the singularity\r\n\r\nI’m interested in ai, bio-inspired computing, and most of the emerging tech/science developments. I will be in sf this fall as a freshman at Minerva University.\r\n\r\n🌉 love startups, cities, long articles, ocean blue, and night sky\r\n\r\nBlog: tsengtinghan.github.io'}",2023,LWB8YT
P7R3FE,https://pretalx.coscup.org/media/avatars/p-kjerag_aHqF70z.jpg,"{'name': 'Paloma Oliveira', 'bio': 'Paloma Oliveira is an Open Source Developer Evangelist at Sauce Labs who have been promoting free and open source culture since 2009. Paloma is a strong activist for diversity and equity in tech and open source co-organizing PyLadies Berlin <https://berlin.pyladies.com/> and mentoring at FrauenLoop <https://www.frauenloop.org/>. She exercise a continuous critical thinking about the technology we create and use, being co-founder of the Zentrum für Netzkunst <https://netzkunst.berlin/> (Berlin’s netart institute).\r\n\r\nOpen Source Initiative, OSI, is a leading voice on the policies and principles of open source. The OSI helps build a world where the freedoms and opportunities of open source software can be enjoyed by all by supporting institutions and individuals working together to create communities of practice in which the healthy open source ecosystem thrives.'}","{'name': 'Paloma Oliveira', 'bio': 'Paloma Oliveira is an Open Source Developer Evangelist at Sauce Labs who have been promoting free and open source culture since 2009. Paloma is a strong activist for diversity and equity in tech and open source co-organizing PyLadies Berlin <https://berlin.pyladies.com/> and mentoring at FrauenLoop <https://www.frauenloop.org/>. She exercise a continuous critical thinking about the technology we create and use, being co-founder of the Zentrum für Netzkunst <https://netzkunst.berlin/> (Berlin’s netart institute).\r\n\r\nOpen Source Initiative, OSI, is a leading voice on the policies and principles of open source. The OSI helps build a world where the freedoms and opportunities of open source software can be enjoyed by all by supporting institutions and individuals working together to create communities of practice in which the healthy open source ecosystem thrives.'}",2023,P7R3FE
FKUXQS,https://www.gravatar.com/avatar/0854fdb1bb8ffdaa7d299c856984a140,"{'name': '黃敬群', 'bio': '慣用網路暱稱是 ""jserv""，自 1997 年接觸 GNU/Linux 至今，長期投入自由軟體和開放原始碼專案，歷任鴻海集團、聯發科技、台達電子、工研院等公司機構的技術顧問，現任教於成功大學資訊工程學系。參與開發過消費性電子產品、中央處理器和繪圖處理器、和工業自動控制所需的系統軟體。'}","{'name': '黃敬群', 'bio': '慣用網路暱稱是 ""jserv""，自 1997 年接觸 GNU/Linux 至今，長期投入自由軟體和開放原始碼專案，歷任鴻海集團、聯發科技、台達電子、工研院等公司機構的技術顧問，現任教於成功大學資訊工程學系。參與開發過消費性電子產品、中央處理器和繪圖處理器、和工業自動控制所需的系統軟體。'}",2023,FKUXQS
9FG9UN,https://pretalx.coscup.org/media/avatars/%E5%A4%A7%E9%A0%AD%E7%85%A7_1fPMFfE.jpg,"{'name': '洪士灝', 'bio': '臺大資工系教授兼系主任、密西根大學電腦博士、台大電機學士。曾任矽谷昇陽電腦工程師，優化高階商用伺服器系統與應用之效能與安全性。自高中時代開始研習資訊科技，研究平行處理、計算架構、系統軟體、高效能運算、人工智慧、資訊安全、隱私防護、量子計算，以培育學術/實務/品格兼備的資訊科技人才為職志，熱愛動手做、提倡產學共榮、教學相長、終身學習。'}","{'name': '洪士灝', 'bio': '臺大資工系教授兼系主任、密西根大學電腦博士、台大電機學士。曾任矽谷昇陽電腦工程師，優化高階商用伺服器系統與應用之效能與安全性。自高中時代開始研習資訊科技，研究平行處理、計算架構、系統軟體、高效能運算、人工智慧、資訊安全、隱私防護、量子計算，以培育學術/實務/品格兼備的資訊科技人才為職志，熱愛動手做、提倡產學共榮、教學相長、終身學習。'}",2023,9FG9UN
EWG7SW,https://pretalx.coscup.org/media/avatars/48417287_538542203326787_2911499355762458624_n_21YwhtT.jpg,"{'name': 'Aspen Yang', 'bio': 'I am a role in the Developer, Cybersecurity Researcher, and DevSecOps Engineer; expertise in Java, C#, Python, and Bash shell scripting.'}","{'name': 'Aspen Yang', 'bio': 'I am a role in the Developer, Cybersecurity Researcher, and DevSecOps Engineer; expertise in Java, C#, Python, and Bash shell scripting.'}",2023,EWG7SW
NNAUVG,https://pretalx.coscup.org/media/avatars/ivan-1_idQOfun.jpg,"{'name': 'Ivan Chiou', 'bio': 'Throughout my career, I have held roles as a Software Engineer, System Engineer, System Analyst, Project Manager, Product Manager, Scrum Master, and Front-end Manager. Currently, I am leveraging my expertise to lead software development, drive innovation, and introduce new front-end technology at PAIA Corp. My experience in multimedia integration and cross-functional collaboration has equipped me with valuable skills to effectively mentor and inspire the team, providing young engineers with guidance and hope for their future careers.'}","{'name': 'Ivan Chiou', 'bio': 'Throughout my career, I have held roles as a Software Engineer, System Engineer, System Analyst, Project Manager, Product Manager, Scrum Master, and Front-end Manager. Currently, I am leveraging my expertise to lead software development, drive innovation, and introduce new front-end technology at PAIA Corp. My experience in multimedia integration and cross-functional collaboration has equipped me with valuable skills to effectively mentor and inspire the team, providing young engineers with guidance and hope for their future careers.'}",2023,NNAUVG
JUSKEM,https://pretalx.coscup.org/media/avatars/%E6%9C%AA%E5%91%BD%E5%90%8D_PHEWPxS.jpg,"{'name': 'ZIMU CULTURE', 'bio': '自牧文化關注數位時代的文化研究、媒體理論與藝術創作，製作相關的出版與展覽等計畫。\r\n\r\nFounded in 2022 in Taipei, Taiwan, ZIMU CULTURE is an independent publisher and exhibition-making studio dedicated to cultural studies in the digital age. ZIMU, the name of the company, comes from Yi Jing (or Book of Changes), meaning to cultivate one’s virtue and intelligence. We collaborate with artists, programmers, curators, designers and people from different disciplines to explore new forms of storytelling and communication.'}","{'name': 'ZIMU CULTURE', 'bio': '自牧文化關注數位時代的文化研究、媒體理論與藝術創作，製作相關的出版與展覽等計畫。\r\n\r\nFounded in 2022 in Taipei, Taiwan, ZIMU CULTURE is an independent publisher and exhibition-making studio dedicated to cultural studies in the digital age. ZIMU, the name of the company, comes from Yi Jing (or Book of Changes), meaning to cultivate one’s virtue and intelligence. We collaborate with artists, programmers, curators, designers and people from different disciplines to explore new forms of storytelling and communication.'}",2023,JUSKEM
W3P9F8,https://www.gravatar.com/avatar/a97f3905b89884a18e896f2384f5fd10?s=1024&d=identicon&r=g,"{'name': '林裕盛', 'bio': 'TODO...'}","{'name': '林裕盛', 'bio': 'TODO...'}",2023,W3P9F8
MQ7G8U,https://www.gravatar.com/avatar/354995e0b073a36ecf78657a367dfb1d?s=1024&d=identicon&r=g,"{'name': 'Justin_test', 'bio': '議程組測試_Justin'}","{'name': 'Justin_test', 'bio': '議程組測試_Justin'}",2023,MQ7G8U
CNDQLK,https://www.gravatar.com/avatar/c5405efe92653772b6b5c4ce886762a6?s=1024&d=identicon&r=g,"{'name': 'yodalee', 'bio': '大學修了電路可是出社會之後都在軟體公司寫軟體，最近換公司碰到許久沒碰的硬體，只覺得硬體好難，跟大學一樣都靠同學罩我 QAQ'}","{'name': 'yodalee', 'bio': '大學修了電路可是出社會之後都在軟體公司寫軟體，最近換公司碰到許久沒碰的硬體，只覺得硬體好難，跟大學一樣都靠同學罩我 QAQ'}",2023,CNDQLK
YHCXSN,https://pretalx.coscup.org/media/avatars/headshot_1_gHizrCd.png,"{'name': 'Melvrick Goh', 'bio': 'Melvrick is Director of Engineering working with teams such as Travel, Points Transfers & Authorizations in Ascenda Loyalty. \r\n\r\nDuring downtime he enjoys tinkering with tools, writing & some HIIT 🥊. \r\n\r\nHe’s passionate about all things engineering, data & auth! Hit him up anytime to shoot them ideas.'}","{'name': 'Melvrick Goh', 'bio': 'Melvrick is Director of Engineering working with teams such as Travel, Points Transfers & Authorizations in Ascenda Loyalty. \r\n\r\nDuring downtime he enjoys tinkering with tools, writing & some HIIT 🥊. \r\n\r\nHe’s passionate about all things engineering, data & auth! Hit him up anytime to shoot them ideas.'}",2023,YHCXSN
YDQR7T,https://www.gravatar.com/avatar/9c7b979cfac1d10385c2cd7e31b9a0d1?s=1024&d=identicon&r=g,"{'name': 'miaoski', 'bio': '喵斯基是 CSCS 的志工，長期擁抱開源軟體。'}","{'name': 'miaoski', 'bio': 'Miaoski is a cyber-security researcher at Trend Micro. He is also a volunteer-consultant in Open Cultural Foundation.'}",2023,YDQR7T
YKDB9E,https://pretalx.coscup.org/media/avatars/me_ZKglHMl.png,"{'name': 'Engin Diri', 'bio': 'Engin is a Customer Experience Architect at Pulumi and has been in the IT industry for over 15 years.\r\n\r\nHe started as a Java backend developer and later migrated to the fronted development.\r\n\r\nThis is where he found his passion for CI/CD, Cloud technologies and in particular Kubernetes.\r\n\r\nEngin is a very curious person and loves learning and testing new technologies.'}","{'name': 'Engin Diri', 'bio': 'Engin is a Customer Experience Architect at Pulumi and has been in the IT industry for over 15 years.\r\n\r\nHe started as a Java backend developer and later migrated to the fronted development.\r\n\r\nThis is where he found his passion for CI/CD, Cloud technologies and in particular Kubernetes.\r\n\r\nEngin is a very curious person and loves learning and testing new technologies.'}",2023,YKDB9E
AQNDRJ,https://pretalx.coscup.org/media/avatars/2%E5%90%8B47x42_%E5%8D%8A%E8%BA%AB_LOzyCNg.jpg,"{'name': 'Rain', 'bio': '目前在 Netskope 擔任 Senior Software Engineer，心血來潮時會用 Python 和 Go 為自己喜歡的開源工具貢獻微薄之力（但不一定會被接受），同時也是名桌遊愛好者。'}","{'name': 'Rain', 'bio': 'Rain is a software engineer from Taiwan with over 4 years of experience in developing distributed systems and cloud-native SaaS products.\r\n\r\nCurrently working as a senior software engineer at Netskope, enjoys traveling, baking desserts, and playing board games during free time.'}",2023,AQNDRJ
TKAHPN,https://pretalx.coscup.org/media/avatars/profile_m7ZeZsY.png,"{'name': 'Saptak S', 'bio': 'Saptak S. is a human rights centered web developer, focusing on usability, security, privacy and accessibility topics in web development. He works as a web development contractor. He is a contributor and maintainer of various different open source projects like The A11Y Project, OnionShare and Wagtail. He is part of the Open Source Design core team. He is also the author of the Security and Accessibility chapter of Web Almanac 2022. One can find him blogging at saptaks.blog.'}","{'name': 'Saptak S', 'bio': 'Saptak S. is a human rights centered web developer, focusing on usability, security, privacy and accessibility topics in web development. He works as a web development contractor. He is a contributor and maintainer of various different open source projects like The A11Y Project, OnionShare and Wagtail. He is part of the Open Source Design core team. He is also the author of the Security and Accessibility chapter of Web Almanac 2022. One can find him blogging at saptaks.blog.'}",2023,TKAHPN
BMYZBV,https://www.gravatar.com/avatar/c4fb4df348f408c84af5737b9f7af3b9?s=1024&d=identicon&r=g,"{'name': 'Jing-Wei Su', 'bio': 'Jing-Wei Su is a Staff Software Engineer at SUSE from the end of 2021. He is interested in storage technology. He is currently working on the CNCF Longhorn project.'}","{'name': 'Jing-Wei Su', 'bio': 'Jing-Wei Su is a Staff Software Engineer at SUSE from the end of 2021. He is interested in storage technology. He is currently working on the CNCF Longhorn project.'}",2023,BMYZBV
N9ML9W,https://pretalx.coscup.org/media/avatars/fallingcat_5G6DTty.jpg,"{'name': 'Owen', 'bio': ""I have 20+ years’ experience on game and GPU industry. Currently I am working for Arm's GPU team and interested in any topics about computer graphics.""}","{'name': 'Owen', 'bio': ""I have 20+ years’ experience on game and GPU industry. Currently I am working for Arm's GPU team and interested in any topics about computer graphics.""}",2023,N9ML9W
9N8PZ7,https://pretalx.coscup.org/media/avatars/102717210_1105509389961187_7008410073360732113_n_0zAtpdX.jpg,"{'name': 'Ivan Ma', 'bio': '馬楚成\r\nIvan Ma is the MySQL User Group Lead in Hong Kong. He has over 20+ years of experience in enterprise system infrastructure and software technologies.\r\nHe Joined MySQL, is currently MySQL Principal Solution Engineer, Asia Pacific with Oracle, responsible for pre-sales consulting, technical education, and product promotions.'}","{'name': 'Ivan Ma', 'bio': '馬楚成\r\nIvan Ma is the MySQL User Group Lead in Hong Kong. He has over 20+ years of experience in enterprise system infrastructure and software technologies.\r\nHe Joined MySQL, is currently MySQL Principal Solution Engineer, Asia Pacific with Oracle, responsible for pre-sales consulting, technical education, and product promotions.'}",2023,9N8PZ7
3X3KB9,https://www.gravatar.com/avatar/fb4b91e70468d5d3486380ab8ecfbcdf?s=1024&d=identicon&r=g,"{'name': 'D. Jeff Dionne', 'bio': 'Jeff is the original author of the uClinux kernel and OS.  He has been designing and building open embedded systems with linux since the 1990s.'}","{'name': 'D. Jeff Dionne', 'bio': 'Jeff is the original author of the uClinux kernel and OS.  He has been designing and building open embedded systems with linux since the 1990s.'}",2023,3X3KB9
BXSUZH,https://pretalx.coscup.org/media/avatars/FB_IMG_1679638291333_lVROzqM.jpg,"{'name': 'Sky Hong', 'bio': '現就讀國立臺灣師範大學資訊工程學系。對資訊跟社會科學都有些興趣，常關注開放資料及 Crowd Sourcing 的新聞及應用。為 g0v 參與者，現任 SITCON 學生計算機年會 2023 編輯組長、臺師大學生開發者社群核心成員、UniCourse 大學課程資訊交流平臺 Maintainer。'}","{'name': 'Sky Hong', 'bio': 'Sky Hong is currently studying in the Department of Computer Science and Information Engineering at National Taiwan Normal University. He has interests in both information technology and social sciences, and frequently follows news and applications related to open data and crowd sourcing. He participates in g0v, a digital activist community, and currently holds the positions of Editor-in-chief for SITCON 2023, Lead of the Google Developer Student Club at National Taiwan Normal University, and Maintainer of UniCourse.'}",2023,BXSUZH
HNUADY,https://pretalx.coscup.org/media/avatars/My-Pic_hJSvrQ1.jpg,"{'name': 'Preet Sharma', 'bio': 'Preet is a Solution Architect at NCS-Singapore with 15 years of rich experience in Solutioning, Transformation, and Digitization. Preet has witnessed a revolutionary journey of technologies from dBase to SQL/NoSQL/GraphDB, from Pascal to Python, Onprem to Cloud, waterfall to agile along with multiple Business domain knowledge.\r\n\r\nHe is always keen to learn and conceptualize new things for better customer experience management. He is a customer-obsessed and collaboration believer.'}","{'name': 'Preet Sharma', 'bio': 'Preet is a Solution Architect at NCS-Singapore with 15 years of rich experience in Solutioning, Transformation, and Digitization. Preet has witnessed a revolutionary journey of technologies from dBase to SQL/NoSQL/GraphDB, from Pascal to Python, Onprem to Cloud, waterfall to agile along with multiple Business domain knowledge.\r\n\r\nHe is always keen to learn and conceptualize new things for better customer experience management. He is a customer-obsessed and collaboration believer.'}",2023,HNUADY
RFVDDS,https://www.gravatar.com/avatar/9c41f44a87e4dd56ab5aeb11c1a9aa30,"{'name': 'YCKao', 'bio': '二度回鍋 Dcard 的 SRE，從 Intern 到 Sr.SRE 跟著 Dcard 團隊一起成長的工程師。\r\n在 Node.js 0.x 版開始接觸後端，這幾年很喜歡 Go。'}","{'name': 'YCKao', 'bio': '二度回鍋 Dcard 的 SRE，從 Intern 到 Sr.SRE 跟著 Dcard 團隊一起成長的工程師。\r\n在 Node.js 0.x 版開始接觸後端，這幾年很喜歡 Go。'}",2023,RFVDDS
TRJWJ8,https://www.gravatar.com/avatar/abbcdcc522b7c22536c10a4c35a686b6?s=1024&d=identicon&r=g,"{'name': '鄧宣禮', 'bio': '-'}","{'name': '鄧宣禮', 'bio': '-'}",2023,TRJWJ8
PKVAVZ,https://pretalx.coscup.org/media/avatars/JackyYu_icon_d9Mw7Ln.png,"{'name': 'IMA(資訊經理人協會)', 'bio': '中華民國資訊經理人協會 （Information Management Association of R.O.C. 簡稱 IMA）成立於1982年，以維護會員使用資通訊系統之相關權益、協助會員提升資通訊系統使用績效、促進資訊經理人管理與資通訊科技之技能，以滿足國內機關、團體及企業面對不同階段挑戰進行轉型的需求，同時提升資通訊從業人員交流為宗旨。2022年後更立意以資訊人才為核心視角，以推動健康的IT產業環境、促進IT產業發展為重點工作目標，並開始更積極地參與技術社群交流，並投入開源技術的研討。Mail: ima@ima.org.tw'}","{'name': 'IMA(資訊經理人協會)', 'bio': '中華民國資訊經理人協會 （Information Management Association of R.O.C. 簡稱 IMA）成立於1982年，以維護會員使用資通訊系統之相關權益、協助會員提升資通訊系統使用績效、促進資訊經理人管理與資通訊科技之技能，以滿足國內機關、團體及企業面對不同階段挑戰進行轉型的需求，同時提升資通訊從業人員交流為宗旨。2022年後更立意以資訊人才為核心視角，以推動健康的IT產業環境、促進IT產業發展為重點工作目標，並開始更積極地參與技術社群交流，並投入開源技術的研討。Mail: ima@ima.org.tw'}",2023,PKVAVZ
ARN3W3,https://pretalx.coscup.org/media/avatars/kcchen_8ejzLBo.jpg,"{'name': 'KC Chen', 'bio': '陳貴成 KC Chen\r\n\r\n現為 OCF 開放文化基金會董事，自由軟體創業者，為中華民國軟體自由協會 (SLAT) 之發起人之一並曾擔任多屆/理監事、OSSACC 營運長，並為 ezgo 光碟、COSCUP 等自由軟體專案或計畫早期發起人之一。2005 年創立智新資通股份有限公司並以自由軟體服務為企業核心發展方向迄今。'}","{'name': 'KC Chen', 'bio': '陳貴成 KC Chen\r\n\r\n現為 OCF 開放文化基金會董事，自由軟體創業者，為中華民國軟體自由協會 (SLAT) 之發起人之一並曾擔任多屆/理監事、OSSACC 營運長，並為 ezgo 光碟、COSCUP 等自由軟體專案或計畫早期發起人之一。2005 年創立智新資通股份有限公司並以自由軟體服務為企業核心發展方向迄今。'}",2023,ARN3W3
FQWPA9,https://www.gravatar.com/avatar/4428feb9f964ca60800e403681421d81?s=1024&d=identicon&r=g,"{'name': 'yider', 'bio': '-'}","{'name': 'yider', 'bio': '-'}",2023,FQWPA9
TC9VCU,https://www.gravatar.com/avatar/1aec3d61336b01cb1da20daecd02d8c5,"{'name': 'Xyphuz', 'bio': '準碩二生，對自己的期許是有能力把事故變故事'}","{'name': 'Xyphuz', 'bio': '準碩二生，對自己的期許是有能力把事故變故事'}",2023,TC9VCU
KNS9JF,https://www.gravatar.com/avatar/abdd4842524a9d7f11e3929e101012ed?s=1024&d=identicon&r=g,"{'name': '王傳馨', 'bio': '去年是中興GDSC的Lead，今年是閒閒的資工系大四生'}","{'name': '王傳馨', 'bio': '去年是中興GDSC的Lead，今年是閒閒的資工系大四生'}",2023,KNS9JF
FG77JW,https://pretalx.coscup.org/media/avatars/square_dU3EX1n.png,"{'name': '千秋', 'bio': ""はおーっ！涼風千秋です！\r\n\r\n前端架構師，字體設計師，業餘繪師，神使狐狸大小姐，喜歡優雅、可愛的東西\r\n\r\n喜歡跟大家分享有趣好玩的事物\\\\٩( 'ω' )و ///\r\n\r\n噗浪佈景東京乃空的作者，justfont 粉圓字型的設計師。""}","{'name': '千秋', 'bio': ""はおーっ！涼風千秋です！\r\n\r\n前端架構師，字體設計師，業餘繪師，神使狐狸大小姐，喜歡優雅、可愛的東西\r\n\r\n喜歡跟大家分享有趣好玩的事物\\\\٩( 'ω' )و ///\r\n\r\n噗浪佈景東京乃空的作者，justfont 粉圓字型的設計師。""}",2023,FG77JW
KSJQSC,https://pretalx.coscup.org/media/avatars/Screenshot_2023-07-22_at_9.44.51_PM_dTyvxsj.png,"{'name': 'Vic Cheng', 'bio': 'IxDA 是專注於互動設計及使用者體驗設計的專業社群，Vic 為IxDA Taiwan 理事。\r\n理監事與營運團隊是一群喜愛及專研互動設計的熱血推廣者。他們擁有跨領域的產業及專長知識，組織及引領IxDA Taiwan 的工作方向，提供會員學習及交流的社群平台。'}","{'name': 'Vic Cheng', 'bio': 'IxDA 是專注於互動設計及使用者體驗設計的專業社群，Vic 為IxDA Taiwan 理事。\r\n理監事與營運團隊是一群喜愛及專研互動設計的熱血推廣者。他們擁有跨領域的產業及專長知識，組織及引領IxDA Taiwan 的工作方向，提供會員學習及交流的社群平台。'}",2023,KSJQSC
FAPFCM,https://pretalx.coscup.org/media/avatars/1301683597675_.pic_vlnDyep.jpg,"{'name': '刘晗', 'bio': '刘晗，Tetrate工程师，SkyWalking PMC成员，SkyWalking eBPF探针，SkyWalking Go Agent核心贡献者\r\n曾就职于滴滴负责全链路压测部门，拉勾负责教育业务线'}","{'name': '刘晗', 'bio': '刘晗，Tetrate工程师，SkyWalking PMC成员，SkyWalking eBPF探针，SkyWalking Go Agent核心贡献者\r\n曾就职于滴滴负责全链路压测部门，拉勾负责教育业务线'}",2023,FAPFCM
ZATMZH,https://pretalx.coscup.org/media/avatars/S__5152805_G9Pc6ea.jpg,"{'name': '周詳', 'bio': '數位發展部資訊處解決方案架構師，畢業於交通大學資訊科學與工程研究所。'}","{'name': '周詳', 'bio': '數位發展部資訊處解決方案架構師，畢業於交通大學資訊科學與工程研究所。'}",2023,ZATMZH
8ETLVT,https://www.gravatar.com/avatar/03cb1bb12f9eb1ddf138c06c38b3e168?s=1024&d=identicon&r=g,"{'name': 'syh349', 'bio': '-'}","{'name': 'syh349', 'bio': '-'}",2023,8ETLVT
CPYB38,https://www.gravatar.com/avatar/d2c6b5065ebe6ae0baf742b4b2d14634?s=1024&d=identicon&r=g,"{'name': '藍海物聯', 'bio': '藍海物聯為一家專業物聯網整合平台服務公司，提供物聯網感測模組、智慧控制模組、無線化感測與控制技術可應用於大型域無需拉線問題，相關感測模組、智慧控制模組與物聯網平台皆自行開發，具高度整合能力。'}","{'name': '藍海物聯', 'bio': '藍海物聯為一家專業物聯網整合平台服務公司，提供物聯網感測模組、智慧控制模組、無線化感測與控制技術可應用於大型域無需拉線問題，相關感測模組、智慧控制模組與物聯網平台皆自行開發，具高度整合能力。'}",2023,CPYB38
LP8WKR,https://www.gravatar.com/avatar/f3ad889e0325646eb4acff65bbfdc059?s=1024&d=identicon&r=g,"{'name': 'qrtt1', 'bio': 'Software engineer from InfuseAI'}","{'name': 'qrtt1', 'bio': 'Software engineer from InfuseAI'}",2023,LP8WKR
FXYDHE,https://pretalx.coscup.org/media/avatars/WX20230509-0947012x_YcLZOhn.png,"{'name': '吴晟', 'bio': 'A searcher, evangelist, and developer in the observability, distributed tracing, and APM.\r\nI was a board director and member of the Apache Software Foundation in 2021, as the first Chinese in the Apache board. Love open source software and culture. Created the Apache SkyWalking project and being its VP and PMC member. Co-founder and PMC member of Apache ShardingSphere. Microsoft/Alibaba Cloud/Tencent Cloud MVP. AWS Hero\r\nAs a founding engineer at Tetrate, lead the observability for service mesh and hybrid cloud.'}","{'name': '吴晟', 'bio': 'A searcher, evangelist, and developer in the observability, distributed tracing, and APM.\r\nI was a board director and member of the Apache Software Foundation in 2021, as the first Chinese in the Apache board. Love open source software and culture. Created the Apache SkyWalking project and being its VP and PMC member. Co-founder and PMC member of Apache ShardingSphere. Microsoft/Alibaba Cloud/Tencent Cloud MVP. AWS Hero\r\nAs a founding engineer at Tetrate, lead the observability for service mesh and hybrid cloud.'}",2023,FXYDHE
BTNKKH,https://pretalx.coscup.org/media/avatars/ben-lau-pixel-head_02Awy8t.png,"{'name': 'Ben Lau', 'bio': 'Ben Lau是一位來自香港的開源軟件開發者，曾經擔任香港的Linux User Group的副會長，是2016及2017年的Qt Champion，他也是「封鎖內容農場」這個Chrome套件的作者，他還制作過一款叫做「Dualless」的套件，最高的用戶數達到200萬之多。'}","{'name': 'Ben Lau', 'bio': 'Ben Lau是一位來自香港的開源軟件開發者，曾經擔任香港的Linux User Group的副會長，是2016及2017年的Qt Champion，他也是「封鎖內容農場」這個Chrome套件的作者，他還制作過一款叫做「Dualless」的套件，最高的用戶數達到200萬之多。'}",2023,BTNKKH
B7DECG,https://pretalx.coscup.org/media/avatars/2dd9aeeba8a0ef78b64b44e41ff1bb6453f94916676d24df18cf294aad1659ce_ULLlofa.png,"{'name': 'SouthFox', 'bio': '自由軟件愛好者，在 21 年底拋棄專有社交媒體自建站點「入住」聯邦宇宙。'}","{'name': 'SouthFox', 'bio': '自由軟件愛好者，在 21 年底拋棄專有社交媒體自建站點「入住」聯邦宇宙。'}",2023,B7DECG
ZJTR9R,https://www.gravatar.com/avatar/441d0adbd370635aa4f61377dde71577?s=1024&d=identicon&r=g,"{'name': 'Yuya Su', 'bio': 'Ux Designer! \r\nLike to observe & optimize life! \r\n#Diving #Travel #Life Observer'}","{'name': 'Yuya Su', 'bio': 'Ux Designer! \r\nLike to observe & optimize life! \r\n#Diving #Travel #Life Observer'}",2023,ZJTR9R
PNQW8Q,https://pretalx.coscup.org/media/avatars/landley2_lLNoEsb.png,"{'name': 'Rob Landley', 'bio': 'Rob maintains toybox and mkroot, writes linux docs, works to make Android a self-hosting development environment, fetches coffee for the j-core developers... Long ago he maintained busybox, co-founded Penguicon and Linucon, wrote for the Motley Fool, taught at Austin Community College, etc.'}","{'name': 'Rob Landley', 'bio': 'Rob maintains toybox and mkroot, writes linux docs, works to make Android a self-hosting development environment, fetches coffee for the j-core developers... Long ago he maintained busybox, co-founded Penguicon and Linucon, wrote for the Motley Fool, taught at Austin Community College, etc.'}",2023,PNQW8Q
EQZYE9,https://www.gravatar.com/avatar/2c1f8be9c5220e91f699db43226c723d?s=1024&d=identicon&r=g,"{'name': 'Johnny Lin', 'bio': 'Currenlty I have been working on server BIOS (system firmware) for data centers. I have made some contribution to open source coreboot project and LinuxBoot (u-root) under commit author johnny_lin@wiwynn.com.'}","{'name': 'Johnny Lin', 'bio': 'Currenlty I have been working on server BIOS (system firmware) for data centers. I have made some contribution to open source coreboot project and LinuxBoot (u-root) under commit author johnny_lin@wiwynn.com.'}",2023,EQZYE9
